date,ticker,close,volume,daily_return
2025-03-03,AAPL,236.9970703125,47184000,
2025-03-04,AAPL,234.9061737060547,53798100,-0.008822
2025-03-05,AAPL,234.7169952392578,47227600,-0.000805
2025-03-06,AAPL,234.30877685546875,45170400,-0.001739
2025-03-07,AAPL,238.03256225585938,46273600,0.015893
2025-03-10,AAPL,226.4928436279297,72071200,-0.04848
2025-03-11,AAPL,219.88165283203125,76137400,-0.029189
2025-03-12,AAPL,216.03842163085938,62547500,-0.017479
2025-03-13,AAPL,208.77008056640625,61368300,-0.033644
2025-03-14,AAPL,212.5635528564453,60107600,0.018171
2025-03-17,AAPL,213.0713653564453,48073400,0.002389
2025-03-18,AAPL,211.7670440673828,42432400,-0.006122
2025-03-19,AAPL,214.30596923828125,54385400,0.011989
2025-03-20,AAPL,213.17091369628906,48862900,-0.005296
2025-03-21,AAPL,217.3228302001953,94127800,0.019477
2025-03-24,AAPL,219.77215576171875,44299500,0.01127
2025-03-25,AAPL,222.77903747558594,34493600,0.013682
2025-03-26,AAPL,220.56866455078125,34466100,-0.009922
2025-03-27,AAPL,222.8786163330078,37094800,0.010473
2025-03-28,AAPL,216.95440673828125,39818600,-0.02658
2025-03-31,AAPL,221.16607666015625,65299300,0.019413
2025-04-01,AAPL,222.22145080566406,36412700,0.004772
2025-04-02,AAPL,222.91842651367188,35905900,0.003136
2025-04-03,AAPL,202.30824279785156,103419000,-0.092456
2025-04-04,AAPL,187.56253051757812,125910900,-0.072887
2025-04-07,AAPL,180.6725616455078,160466300,-0.036734
2025-04-08,AAPL,171.67178344726562,120859500,-0.049818
2025-04-09,AAPL,197.98709106445312,184395900,0.153288
2025-04-10,AAPL,189.59365844726562,121880000,-0.042394
2025-04-11,AAPL,197.29013061523438,87435900,0.040595
2025-04-14,AAPL,201.64117431640625,101352900,0.022054
2025-04-15,AAPL,201.26280212402344,51343900,-0.001876
2025-04-16,AAPL,193.42697143554688,59732400,-0.038933
2025-04-17,AAPL,196.12521362304688,52164700,0.01395
2025-04-18,AAPL,196.12521362304688,52164700,0.0
2025-04-21,AAPL,192.32177734375,46742500,-0.019393
2025-04-22,AAPL,198.8732452392578,52976400,0.034065
2025-04-23,AAPL,203.71214294433594,52929200,0.024332
2025-04-24,AAPL,207.46575927734375,47311000,0.018426
2025-04-25,AAPL,208.371826171875,38222300,0.004367
2025-04-28,AAPL,209.2281036376953,38743100,0.004109
2025-04-29,AAPL,210.29345703125,36827600,0.005092
2025-04-30,AAPL,211.57786560058594,52286500,0.006108
2025-05-01,AAPL,212.39430236816406,57365700,0.003859
2025-05-02,AAPL,204.45889282226562,101010600,-0.037362
2025-05-05,AAPL,198.02691650390625,69018500,-0.031459
2025-05-06,AAPL,197.6485595703125,51216500,-0.001911
2025-05-07,AAPL,195.3983612060547,68536700,-0.011385
2025-05-08,AAPL,196.63299560546875,50478900,0.006319
2025-05-09,AAPL,197.66848754882812,36453900,0.005266
2025-05-12,AAPL,210.15048217773438,63775800,0.063146
2025-05-13,AAPL,212.28399658203125,51909300,0.010152
2025-05-14,AAPL,211.68582153320312,49325800,-0.002818
2025-05-15,AAPL,210.80850219726562,45029500,-0.004144
2025-05-16,AAPL,210.61907958984375,54737900,-0.000899
2025-05-19,AAPL,208.14659118652344,46140500,-0.011739
2025-05-20,AAPL,206.232421875,42496600,-0.009196
2025-05-21,AAPL,201.47689819335938,59211800,-0.023059
2025-05-22,AAPL,200.74911499023438,46742400,-0.003612
2025-05-23,AAPL,194.6775665283203,78432900,-0.030244
2025-05-26,AAPL,194.6775665283203,78432900,0.0
2025-05-27,AAPL,199.60260009765625,56288500,0.025298
2025-05-28,AAPL,199.8119659423828,45339700,0.001049
2025-05-29,AAPL,199.34336853027344,51396800,-0.002345
2025-05-30,AAPL,200.24066162109375,70819900,0.004501
2025-06-02,AAPL,201.08807373046875,35423300,0.004232
2025-06-03,AAPL,202.6533203125,46381600,0.007784
2025-06-04,AAPL,202.20468139648438,43604000,-0.002214
2025-06-05,AAPL,200.0213165283203,55126100,-0.010798
2025-06-06,AAPL,203.30133056640625,46607700,0.016398
2025-06-09,AAPL,200.8388214111328,72862600,-0.012113
2025-06-10,AAPL,202.0551300048828,54672600,0.006056
2025-06-11,AAPL,198.1769256591797,60989900,-0.019194
2025-06-12,AAPL,198.5956573486328,43904600,0.002113
2025-06-13,AAPL,195.85400390625,51447300,-0.013805
2025-06-16,AAPL,197.81802368164062,43020700,0.010028
2025-06-17,AAPL,195.0464630126953,38856200,-0.014011
2025-06-18,AAPL,195.9835968017578,45394700,0.004805
2025-06-19,AAPL,195.9835968017578,45394700,0.0
2025-06-20,AAPL,200.3902130126953,96813500,0.022485
2025-06-23,AAPL,200.888671875,55814300,0.002487
2025-06-24,AAPL,199.6923065185547,54064000,-0.005955
2025-06-25,AAPL,200.948486328125,39525700,0.006291
2025-06-26,AAPL,200.3902130126953,50799100,-0.002778
2025-06-27,AAPL,200.469970703125,73188600,0.000398
2025-06-30,AAPL,204.5475311279297,91912800,0.02034
2025-07-01,AAPL,207.18951416015625,78788900,0.012916
2025-07-02,AAPL,211.7954864501953,67941800,0.022231
2025-07-03,AAPL,212.90211486816406,34955800,0.005225
2025-07-04,AAPL,212.90211486816406,34955800,0.0
2025-07-07,AAPL,209.31304931640625,50229000,-0.016858
2025-07-08,AAPL,209.3728485107422,42848900,0.000286
2025-07-09,AAPL,210.4994354248047,48749400,0.005381
2025-07-10,AAPL,211.7655792236328,44443600,0.006015
2025-07-11,AAPL,210.51937866210938,39765800,-0.005885
2025-07-14,AAPL,207.987060546875,38840100,-0.012029
2025-07-15,AAPL,208.4755859375,42296300,0.002349
2025-07-16,AAPL,209.52239990234375,47490500,0.005021
2025-07-17,AAPL,209.38282775878906,48068100,-0.000666
2025-07-18,AAPL,210.539306640625,48974600,0.005523
2025-07-21,AAPL,211.83535766601562,51377400,0.006156
2025-07-22,AAPL,213.74952697753906,46404100,0.009036
2025-07-23,AAPL,213.5002899169922,46989300,-0.001166
2025-07-24,AAPL,213.11148071289062,46022600,-0.001821
2025-07-25,AAPL,213.23110961914062,40268800,0.000561
2025-07-28,AAPL,213.40061950683594,37858000,0.000795
2025-07-29,AAPL,210.62904357910156,51411700,-0.012988
2025-07-30,AAPL,208.41578674316406,45512500,-0.010508
2025-07-31,AAPL,206.9402618408203,80698400,-0.00708
2025-08-01,AAPL,201.76600646972656,104434500,-0.025004
2025-08-04,AAPL,202.7330780029297,75109300,0.004793
